,,0
age_10-19,pcg32,0.007766375052862465
sp5,pg12,0.007759671952499329
pg12,sp5,0.007759671952499329
pg8,pcg6,0.0077547123455780475
pcg6,pg8,0.0077547123455780475
ps4,pcg6,0.007752672847915682
pcg6,ps4,0.007752672847915682
ps5,age_0-9,0.007752634968968534
age_0-9,ps5,0.007752634968968534
pcg41,age_40-49,0.007750238115379122
age_40-49,pcg41,0.007750238115379122
pcg32,pcg9,0.007716760078674096
pcg9,pcg32,0.007716760078674096
pcg32,age_0-9,0.00770695119980551
age_0-9,pcg32,0.00770695119980551
pcg40,pcg42,0.007685451011668647
pcg42,pcg40,0.007685451011668647
pcg18,sexFEMALE,0.007684538718144734
sexFEMALE,pcg18,0.007684538718144734
age_60-69,pcg30,0.007683935747676191
pcg30,age_60-69,0.007683935747676191
pcg41,pg7,0.007683806105265084
pg7,pcg41,0.007683806105265084
age_50-59,pcg7,0.00765111027145277
pcg7,age_50-59,0.00765111027145277
pcg25,sp11,0.007648612467584025
sp11,pcg25,0.007648612467584025
pcg5,pg12,0.007628544245828976
pg12,pcg5,0.007628544245828976
ClaimsTruncated,LabCount_min,0.007618379332985091
LabCount_min,ClaimsTruncated,0.007618379332985091
DrugCount_mean,pcg32,0.007612951929875179
pcg32,DrugCount_mean,0.007612951929875179
pcg21,pcg42,0.0076033678679413835
pcg42,pcg21,0.0076033678679413835
pcg31,ps9,0.007583495482325717
ps9,pcg31,0.007583495482325717
PayDelay_mean,pcg2,0.007573481553683181
pcg2,PayDelay_mean,0.007573481553683181
pg14,age_80+,0.00757293296714923
age_80+,pg14,0.00757293296714923
age_50-59,DrugCount_sum,0.007572050423541007
DrugCount_sum,age_50-59,0.007572050423541007
pcg27,sp8,0.00755751735692522
sp8,pcg27,0.00755751735692522
sp5,age_80+,0.007555620330586443
age_80+,sp5,0.007555620330586443
pcg12,pcg7,0.0075355147379904276
pcg7,pcg12,0.0075355147379904276
sp2,sp11,0.0075221896545023485
sp11,sp2,0.0075221896545023485
pcg13,age_50-59,0.007515314534612935
age_50-59,pcg13,0.007515314534612935
age_30-39,sp12,0.007513727531814188
sp12,age_30-39,0.007513727531814188
pcg1,pcg4,0.007512816621274845
pcg4,pcg1,0.007512816621274845
pcg32,ClaimsTruncated,0.0075061162626701575
ClaimsTruncated,pcg32,0.0075061162626701575
DrugCount_sum,sexFEMALE,0.007503018526624062
sexFEMALE,DrugCount_sum,0.007503018526624062
LabCount_sum,pcg41,0.007499897088151118
pcg41,LabCount_sum,0.007499897088151118
sp11,DrugCount_std,0.007493071087135008
DrugCount_std,sp11,0.007493071087135008
age_60-69,sexMALE,0.007484585357757472
sexMALE,age_60-69,0.007484585357757472
pcg43,sp11,0.007470732247353159
sp11,pcg43,0.007470732247353159
pg18,age_30-39,0.007455648151174471
age_30-39,pg18,0.007455648151174471
pcg18,sp7,0.00743669920444306
sp7,pcg18,0.00743669920444306
pcg10,pcg27,0.007427947826148772
pcg27,pcg10,0.007427947826148772
pg17,pg9,0.00742766026459748
pg9,pg17,0.00742766026459748
pcg7,pcg16,0.007426862129690161
pcg16,pcg7,0.007426862129690161
age_30-39,pcg35,0.007420024738245513
pcg35,age_30-39,0.007420024738245513
DrugCount_min,age_50-59,0.007410018808706679
age_50-59,DrugCount_min,0.007410018808706679
pcg4,pcg32,0.007403414030502977
pcg32,pcg4,0.007403414030502977
pg6,LOS_TOT_SUPRESSED_count,0.007393112594794256
LOS_TOT_SUPRESSED_count,pg6,0.007393112594794256
age_20-29,pcg21,0.007384878472050142
pcg21,age_20-29,0.007384878472050142
ps6,pg12,0.007384830279562256
pg12,ps6,0.007384830279562256
pcg16,pcg11,0.007383323786884521
pcg11,pcg16,0.007383323786884521
pcg20,pcg39,0.00737811385314587
pcg39,pcg20,0.00737811385314587
pcg29,LengthOfStay_mean,0.007339422850214983
LengthOfStay_mean,pcg29,0.007339422850214983
pcg18,pcg6,0.007336593546662891
pcg6,pcg18,0.007336593546662891
sp5,sp14,0.007335587101482938
sp14,sp5,0.007335587101482938
pcg2,pcg29,0.0073323087454109405
pcg29,pcg2,0.0073323087454109405
pg12,sp10,0.0073308960891734385
sp10,pg12,0.0073308960891734385
pcg32,pg3,0.007320694402550912
pg3,pcg32,0.007320694402550912
pcg43,pcg41,0.007318946146501189
pcg41,pcg43,0.007318946146501189
pcg45,pcg15,0.007318624402209248
pcg15,pcg45,0.007318624402209248
pg6,pcg44,0.007309216751551403
pcg44,pg6,0.007309216751551403
pcg21,pcg10,0.007297593331187151
pcg10,pcg21,0.007297593331187151
sp5,LOS_TOT_SUPRESSED_count,0.007285845174919654
LOS_TOT_SUPRESSED_count,sp5,0.007285845174919654
pcg34,sp10,0.007285265842693884
sp10,pcg34,0.007285265842693884
DrugCount_min,pcg41,0.00728036758107173
pcg41,DrugCount_min,0.00728036758107173
pcg32,pcg39,0.0072647960144602165
pcg39,pcg32,0.0072647960144602165
pcg40,PayDelay_mean,0.0072642401933192095
PayDelay_mean,pcg40,0.0072642401933192095
LabCount_std,pcg19,0.00725915815781812
pcg19,LabCount_std,0.00725915815781812
LengthOfStay_sum,pg15,0.007252605858086306
pg15,LengthOfStay_sum,0.007252605858086306
pcg14,LengthOfStay_mean,0.007249260943642194
LengthOfStay_mean,pcg14,0.007249260943642194
sp8,sp11,0.007248291130270928
sp11,sp8,0.007248291130270928
pcg35,pg10,0.007248073876931823
pg10,pcg35,0.007248073876931823
sp7,pcg43,0.0072253298373827985
pcg43,sp7,0.0072253298373827985
pcg2,pcg33,0.007225087157721686
pcg33,pcg2,0.007225087157721686
LengthOfStay_max,pcg4,0.0072167201183104355
pcg4,LengthOfStay_max,0.0072167201183104355
LabCount_std,pcg41,0.0072085417212535315
pcg41,LabCount_std,0.0072085417212535315
pcg9,pcg41,0.00720104246711564
pcg41,pcg9,0.00720104246711564
pcg41,pg4,0.007200697791527644
pg4,pcg41,0.007200697791527644
sp4,pcg7,0.007198836233619525
pcg7,sp4,0.007198836233619525
ps6,pcg40,0.007192655995822539
pcg40,ps6,0.007192655995822539
pcg39,pcg4,0.007189752093071148
pcg4,pcg39,0.007189752093071148
LengthOfStay_min,pcg24,0.007187092627703258
pcg24,LengthOfStay_min,0.007187092627703258
pcg22,pcg18,0.007174803186972656
pcg18,pcg22,0.007174803186972656
no_PCPs,ps10,0.007172503957013551
ps10,no_PCPs,0.007172503957013551
pcg7,LabCount_mean,0.007172282469376961
LabCount_mean,pcg7,0.007172282469376961
pcg35,pcg21,0.007167801186890012
pcg21,pcg35,0.007167801186890012
pcg42,pg16,0.007162904107403011
pg16,pcg42,0.007162904107403011
age_10-19,pcg25,0.00715250477838759
pcg25,age_10-19,0.00715250477838759
pcg43,pcg45,0.007140121698754623
pcg45,pcg43,0.007140121698754623
pg12,no_drug_instances_MISS,0.007139906867268703
no_drug_instances_MISS,pg12,0.007139906867268703
age_50-59,pcg25,0.007137121354355411
pcg25,age_50-59,0.007137121354355411
pcg20,age_80+,0.0071331597879044535
age_80+,pcg20,0.0071331597879044535
pcg25,CharlsonIndex_min,0.007116942689894865
CharlsonIndex_min,pcg25,0.007116942689894865
sp9,pcg15,0.007104650512838043
pcg15,sp9,0.007104650512838043
pcg34,pcg43,0.007102280023753645
pcg43,pcg34,0.007102280023753645
pcg34,pcg33,0.007098488906670049
pcg33,pcg34,0.007098488906670049
pcg40,pcg34,0.0070877027116757925
pcg34,pcg40,0.0070877027116757925
pcg30,no_drug_instances,0.007085929491733816
no_drug_instances,pcg30,0.007085929491733816
pcg20,pcg11,0.007083405163996615
pcg11,pcg20,0.007083405163996615
LengthOfStay_std,no_PCPs,0.007067981761974043
no_PCPs,LengthOfStay_std,0.007067981761974043
pcg35,age_10-19,0.007067375254337905
age_10-19,pcg35,0.007067375254337905
DaysInHospital,pg6,0.007065286056882521
pg6,DaysInHospital,0.007065286056882521
pcg25,pcg17,0.007062295274018972
pcg17,pcg25,0.007062295274018972
pg16,age_80+,0.00705857341847187
age_80+,pg16,0.00705857341847187
pcg21,sp7,0.007050215992117535
sp7,pcg21,0.007050215992117535
ps6,pcg6,0.007041461207885395
pcg6,ps6,0.007041461207885395
pcg35,pcg45,0.007038011523278085
pcg45,pcg35,0.007038011523278085
pcg40,pg10,0.007032425165972115
pg10,pcg40,0.007032425165972115
pg9,pg12,0.0070294167249349325
pg12,pg9,0.0070294167249349325
pcg34,pg17,0.007024714719316332
pg17,pcg34,0.007024714719316332
ps9,pcg14,0.0070245844450755515
pcg14,ps9,0.0070245844450755515
age_60-69,LengthOfStay_max,0.007020063760939723
LengthOfStay_max,age_60-69,0.007020063760939723
pcg8,pcg2,0.007015415852338304
pcg2,pcg8,0.007015415852338304
age_0-9,pcg35,0.007013299747332898
pcg35,age_0-9,0.007013299747332898
pg13,pcg32,0.007007268862840377
pcg32,pg13,0.007007268862840377
pcg14,pcg3,0.007007027457947925
pcg3,pcg14,0.007007027457947925
LengthOfStay_min,pcg28,0.0070049906770851805
pcg28,LengthOfStay_min,0.0070049906770851805
pg4,pcg30,0.007002627815668287
pcg30,pg4,0.007002627815668287
sexFEMALE,age_50-59,0.006997335687187138
age_50-59,sexFEMALE,0.006997335687187138
age_60-69,pcg21,0.006994882144090329
pcg21,age_60-69,0.006994882144090329
age_40-49,pcg6,0.006986086313015303
pcg6,age_40-49,0.006986086313015303
pcg34,pcg26,0.006985469234827793
pcg26,pcg34,0.006985469234827793
pcg10,pg17,0.006976724082972393
pg17,pcg10,0.006976724082972393
pcg41,pcg28,0.006974876396763297
pcg28,pcg41,0.006974876396763297
pcg18,pg18,0.006973196302795854
pg18,pcg18,0.006973196302795854
pg14,pcg40,0.0069641786159064046
pcg40,pg14,0.0069641786159064046
pcg40,no_PCPs,0.006963987053528114
no_PCPs,pcg40,0.006963987053528114
LabCount_min,LOS_TOT_SUPRESSED_count,0.0069617574847296365
LOS_TOT_SUPRESSED_count,LabCount_min,0.0069617574847296365
pcg12,pcg43,0.006959998597602166
pcg43,pcg12,0.006959998597602166
pg16,pcg6,0.006955795537022484
pcg6,pg16,0.006955795537022484
pcg34,ps9,0.006950182464428487
ps9,pcg34,0.006950182464428487
sp5,pcg33,0.006946163684156698
pcg33,sp5,0.006946163684156698
pcg45,pcg44,0.006940391107229612
pcg44,pcg45,0.006940391107229612
sp11,pg15,0.006932001321388279
pg15,sp11,0.006932001321388279
sexFEMALE,PayDelay_mean,0.00692903163960747
PayDelay_mean,sexFEMALE,0.00692903163960747
pcg7,no_lab_instances,0.006912142348953812
no_lab_instances,pcg7,0.006912142348953812
pcg10,ps3,0.006911490814006563
ps3,pcg10,0.006911490814006563
pcg28,MemberID,0.006910129631881528
MemberID,pcg28,0.006910129631881528
pcg31,pcg12,0.006903647864826374
pcg12,pcg31,0.006903647864826374
pcg21,pcg17,0.0068957097986592246
pcg17,pcg21,0.0068957097986592246
pcg2,pcg17,0.006894528935717479
pcg17,pcg2,0.006894528935717479
pcg41,no_lab_instances_MISS,0.00688743808181794
no_lab_instances_MISS,pcg41,0.00688743808181794
pg12,pcg16,0.006886714497801703
pcg16,pg12,0.006886714497801703
pcg33,sp7,0.006884019187278916
sp7,pcg33,0.006884019187278916
DrugCount_std,pcg30,0.006881050588347401
pcg30,DrugCount_std,0.006881050588347401
pcg38,pcg17,0.0068798906145027885
pcg17,pcg38,0.0068798906145027885
pcg21,pcg39,0.006877098398282363
pcg39,pcg21,0.006877098398282363
pg12,pg13,0.006873559356007712
pg13,pg12,0.006873559356007712
pcg19,sp11,0.006866841577663368
sp11,pcg19,0.006866841577663368
pcg39,pcg13,0.006862148957204354
pcg13,pcg39,0.006862148957204354
sp10,pcg31,0.006857725620021467
pcg31,sp10,0.006857725620021467
pcg9,pcg13,0.00684923740895112
pcg13,pcg9,0.00684923740895112
age_70-79,LengthOfStay_min,0.006845276546261144
LengthOfStay_min,age_70-79,0.006845276546261144
sp12,pg6,0.006843598614960884
pg6,sp12,0.006843598614960884
pcg6,pcg24,0.006842679472984686
pcg24,pcg6,0.006842679472984686
pg10,pcg2,0.006839484078430964
pcg2,pg10,0.006839484078430964
ps7,pg7,0.0068356920718181695
pg7,ps7,0.0068356920718181695
pcg10,pg9,0.006825751530423223
pg9,pcg10,0.006825751530423223
pcg16,pg18,0.006813590838843064
pg18,pcg16,0.006813590838843064
LengthOfStay_min,pcg3,0.006806890807237519
pcg3,LengthOfStay_min,0.006806890807237519
pcg7,no_lab_instances_MISS,0.006806504373104332
no_lab_instances_MISS,pcg7,0.006806504373104332
pcg23,pcg7,0.006803465175079992
pcg7,pcg23,0.006803465175079992
pcg11,pg12,0.006803290715421957
pg12,pcg11,0.006803290715421957
pcg7,DSFS_mean,0.006798098554321584
DSFS_mean,pcg7,0.006798098554321584
pcg13,pcg17,0.0067931790764385255
pcg17,pcg13,0.0067931790764385255
pcg38,age_40-49,0.006790916462008897
age_40-49,pcg38,0.006790916462008897
pcg17,pg12,0.006783859582038103
pg12,pcg17,0.006783859582038103
LabCount_max,pcg41,0.006783618557196682
pcg41,LabCount_max,0.006783618557196682
age_50-59,pcg30,0.0067818530992363344
pcg30,age_50-59,0.0067818530992363344
pcg5,pcg40,0.006767256524641257
pcg40,pcg5,0.006767256524641257
age_50-59,pcg33,0.0067668939598354745
pcg33,age_50-59,0.0067668939598354745
pcg25,pcg35,0.006765226032824663
pcg35,pcg25,0.006765226032824663
pcg13,pcg23,0.006762083756820869
pcg23,pcg13,0.006762083756820869
age_20-29,LengthOfStay_min,0.006761953861706282
LengthOfStay_min,age_20-29,0.006761953861706282
DrugCount_max,pcg30,0.006751572146729754
pcg30,DrugCount_max,0.006751572146729754
pg2,PayDelay_mean,0.006745187742524334
PayDelay_mean,pg2,0.006745187742524334
pcg24,ps10,0.006744218931621236
ps10,pcg24,0.006744218931621236
LengthOfStay_mean,no_drug_instances_MISS,0.006735122950330281
no_drug_instances_MISS,LengthOfStay_mean,0.006735122950330281
pg17,pcg13,0.006710175229381084
pcg13,pg17,0.006710175229381084
LabCount_min,pcg46,0.006710087684061703
pcg46,LabCount_min,0.006710087684061703
pcg25,age_20-29,0.006700913244954898
age_20-29,pcg25,0.006700913244954898
pcg22,pcg44,0.006689116759939439
pcg44,pcg22,0.006689116759939439
pcg36,pg15,0.006662764342705999
pg15,pcg36,0.006662764342705999
ps3,pcg30,0.006652827345521893
pcg30,ps3,0.006652827345521893
pcg3,pcg21,0.006652057632780578
pcg21,pcg3,0.006652057632780578
pcg16,pcg44,0.006628396569352691
pcg44,pcg16,0.006628396569352691
pcg4,sp7,0.006625990771768007
sp7,pcg4,0.006625990771768007
pcg10,pcg2,0.006618370147672561
pcg2,pcg10,0.006618370147672561
age_0-9,pg15,0.006606850393242559
pg15,age_0-9,0.006606850393242559
sp4,PayDelay_std,0.00660625502849149
PayDelay_std,sp4,0.00660625502849149
pcg45,age_30-39,0.006595655391965052
age_30-39,pcg45,0.006595655391965052
PayDelay_mean,pcg31,0.0065864814793055015
pcg31,PayDelay_mean,0.0065864814793055015
pcg19,pcg10,0.0065605089702696255
pcg10,pcg19,0.0065605089702696255
pcg36,pcg44,0.006550380176783922
pcg44,pcg36,0.006550380176783922
pcg38,pcg15,0.006549335852036912
pcg15,pcg38,0.006549335852036912
AAFC_MISS,pg12,0.0065213505108448365
pg12,AAFC_MISS,0.0065213505108448365
pg12,age_MISS,0.0065213505108448365
age_MISS,pg12,0.0065213505108448365
pcg35,pcg23,0.006513594748798272
pcg23,pcg35,0.006513594748798272
pcg38,pcg11,0.006513528984006184
pcg11,pcg38,0.006513528984006184
age_60-69,no_PCPs,0.006511070309717449
no_PCPs,age_60-69,0.006511070309717449
pcg32,age_40-49,0.0065074880557143095
age_40-49,pcg32,0.0065074880557143095
pcg33,sp1,0.006506985486071892
sp1,pcg33,0.006506985486071892
pcg1,pcg11,0.006503876596021611
pcg11,pcg1,0.006503876596021611
pcg10,sp4,0.006497649694302517
sp4,pcg10,0.006497649694302517
pcg32,pg16,0.006491854743150579
pg16,pcg32,0.006491854743150579
age_50-59,DSFS_std,0.00649151554370626
DSFS_std,age_50-59,0.00649151554370626
age_20-29,ps4,0.006489906072365445
ps4,age_20-29,0.006489906072365445
age_10-19,pcg6,0.006478832041692568
pcg6,age_10-19,0.006478832041692568
pcg43,pcg14,0.006475097521370407
pcg14,pcg43,0.006475097521370407
pg13,PayDelay_mean,0.006467301205132643
PayDelay_mean,pg13,0.006467301205132643
LengthOfStay_sum,LengthOfStay_min,0.0064649171243343516
LengthOfStay_min,LengthOfStay_sum,0.0064649171243343516
PayDelay_mean,pcg14,0.006462958925395946
pcg14,PayDelay_mean,0.006462958925395946
pcg43,pcg33,0.006461120876448163
pcg33,pcg43,0.006461120876448163
age_40-49,pcg25,0.00645170342023582
pcg25,age_40-49,0.00645170342023582
sp8,ps6,0.0064490228500039696
ps6,sp8,0.0064490228500039696
pcg27,pcg40,0.006441849117604295
pcg40,pcg27,0.006441849117604295
pcg40,sp7,0.0064300492964443874
sp7,pcg40,0.0064300492964443874
age_0-9,pcg6,0.006429259730232865
pcg6,age_0-9,0.006429259730232865
pcg33,pcg14,0.006410480326544096
pcg14,pcg33,0.006410480326544096
pcg45,pcg34,0.006409680341692128
pcg34,pcg45,0.006409680341692128
pcg45,pcg33,0.006409454527055278
pcg33,pcg45,0.006409454527055278
pcg35,pcg31,0.0064043585611733055
pcg31,pcg35,0.0064043585611733055
pcg44,CharlsonIndex_max,0.006394071837935244
CharlsonIndex_max,pcg44,0.006394071837935244
ps7,age_70-79,0.006390236129517779
age_70-79,ps7,0.006390236129517779
ps2,pcg7,0.006388184723191023
pcg7,ps2,0.006388184723191023
pcg24,age_50-59,0.006379871710196838
age_50-59,pcg24,0.006379871710196838
pg13,pcg5,0.006376187625442773
pcg5,pg13,0.006376187625442773
pcg11,DrugCount_min,0.006375865272648402
DrugCount_min,pcg11,0.006375865272648402
pcg4,sp11,0.006375007220625328
sp11,pcg4,0.006375007220625328
pcg35,ps7,0.006372411088744207
ps7,pcg35,0.006372411088744207
pg6,pg12,0.006370097920054569
pg12,pg6,0.006370097920054569
age_10-19,pcg41,0.0063586957442327416
pcg41,age_10-19,0.0063586957442327416
pcg11,LabCount_sum,0.006355832101293662
LabCount_sum,pcg11,0.006355832101293662
age_30-39,DSFS_min,0.0063551041063920405
DSFS_min,age_30-39,0.0063551041063920405
pcg23,pcg31,0.006349622835230702
pcg31,pcg23,0.006349622835230702
pcg21,pcg4,0.006346362689484967
pcg4,pcg21,0.006346362689484967
pcg36,PayDelay_mean,0.006315841362795172
PayDelay_mean,pcg36,0.006315841362795172
pcg30,age_10-19,0.006314991552416924
age_10-19,pcg30,0.006314991552416924
pcg10,pcg31,0.006311067569537496
pcg31,pcg10,0.006311067569537496
pcg41,age_0-9,0.006306430816574819
age_0-9,pcg41,0.006306430816574819
pcg36,pcg41,0.006299007462701748
pcg41,pcg36,0.006299007462701748
pg14,pcg19,0.006283448329587304
pcg19,pg14,0.006283448329587304
pcg23,pcg44,0.006282711310755458
pcg44,pcg23,0.006282711310755458
pg14,pcg34,0.0062657608923161485
pcg34,pg14,0.0062657608923161485
pcg36,pcg34,0.0062630726018622
pcg34,pcg36,0.0062630726018622
ps4,pcg42,0.0062578228022969395
pcg42,ps4,0.0062578228022969395
pcg38,pcg16,0.006254949955292662
pcg16,pcg38,0.006254949955292662
pcg34,pcg15,0.006244219655263591
pcg15,pcg34,0.006244219655263591
pcg33,sp11,0.0062337799145689
sp11,pcg33,0.0062337799145689
LengthOfStay_min,pcg38,0.006224831558504562
pcg38,LengthOfStay_min,0.006224831558504562
sp9,pcg6,0.006222940605373963
pcg6,sp9,0.006222940605373963
age_10-19,sp8,0.006220528915520715
sp8,age_10-19,0.006220528915520715
pcg38,pcg22,0.006211976164653336
pcg22,pcg38,0.006211976164653336
pcg25,LabCount_min,0.006207383303447418
LabCount_min,pcg25,0.006207383303447418
pcg22,pcg29,0.006198896900859784
pcg29,pcg22,0.006198896900859784
pcg43,pcg3,0.0061715259205043565
pcg3,pcg43,0.0061715259205043565
no_PCPs,age_80+,0.006169991664737786
age_80+,no_PCPs,0.006169991664737786
pcg41,sp3,0.0061677492150058605
sp3,pcg41,0.0061677492150058605
age_20-29,pcg7,0.006166850828101309
pcg7,age_20-29,0.006166850828101309
sp7,pcg38,0.006165060992860553
pcg38,sp7,0.006165060992860553
pcg20,ps6,0.006147475487940998
ps6,pcg20,0.006147475487940998
pcg25,pg17,0.006136507270775972
pg17,pcg25,0.006136507270775972
CharlsonIndex_std,pcg11,0.006131959069243784
pcg11,CharlsonIndex_std,0.006131959069243784
pcg14,pcg39,0.006127895903896304
pcg39,pcg14,0.006127895903896304
pcg6,pcg21,0.0061179235043286
pcg21,pcg6,0.0061179235043286
pcg9,LengthOfStay_mean,0.006111354997213284
LengthOfStay_mean,pcg9,0.006111354997213284
pcg32,no_drug_instances_MISS,0.006106216865193947
no_drug_instances_MISS,pcg32,0.006106216865193947
LabCount_sum,pcg44,0.006104557968865341
pcg44,LabCount_sum,0.006104557968865341
pg16,pcg45,0.006103038700179504
pcg45,pg16,0.006103038700179504
pg14,pcg2,0.0060904627618319305
pcg2,pg14,0.0060904627618319305
AAFC_MISS,LabCount_min,0.006088827180117782
age_MISS,LabCount_min,0.006088827180117782
LabCount_min,age_MISS,0.006088827180117782
LabCount_min,AAFC_MISS,0.006088827180117782
pcg32,sp4,0.0060813690899384
sp4,pcg32,0.0060813690899384
ps2,pcg41,0.006081127545918762
pcg41,ps2,0.006081127545918762
pcg9,pg10,0.006079183893071854
pg10,pcg9,0.006079183893071854
pcg6,pcg29,0.006075006988912966
pcg29,pcg6,0.006075006988912966
pcg41,pcg13,0.006074807037620453
pcg13,pcg41,0.006074807037620453
pcg35,pcg2,0.006069460571190253
pcg2,pcg35,0.006069460571190253
pcg25,DrugCount_min,0.006065360973668706
DrugCount_min,pcg25,0.006065360973668706
pcg41,no_drug_instances_MISS,0.0060556956081394085
no_drug_instances_MISS,pcg41,0.0060556956081394085
pg3,pcg14,0.00604761572268014
pcg14,pg3,0.00604761572268014
ps5,pcg5,0.006046273958254603
pcg5,ps5,0.006046273958254603
pcg6,pg17,0.0060292326791453535
pg17,pcg6,0.0060292326791453535
age_50-59,sp9,0.006022762446812767
sp9,age_50-59,0.006022762446812767
pcg32,pcg33,0.006016328838790264
pcg33,pcg32,0.006016328838790264
pcg13,pcg4,0.0060059373737451505
pcg4,pcg13,0.0060059373737451505
age_50-59,DrugCount_std,0.006001705636423351
DrugCount_std,age_50-59,0.006001705636423351
LengthOfStay_sum,LabCount_mean,0.005997870411266649
LabCount_mean,LengthOfStay_sum,0.005997870411266649
pcg31,sp7,0.005986733584395902
sp7,pcg31,0.005986733584395902
sp9,pg15,0.005977399438607084
pg15,sp9,0.005977399438607084
pcg23,pcg11,0.005975563177480371
pcg11,pcg23,0.005975563177480371
sp10,sp11,0.0059733890281065795
sp11,sp10,0.0059733890281065795
age_30-39,pcg26,0.005958560725783698
pcg26,age_30-39,0.005958560725783698
pcg7,age_30-39,0.005957306309783878
age_30-39,pcg7,0.005957306309783878
ps6,pcg22,0.005953588279300692
pcg22,ps6,0.005953588279300692
sp3,pcg7,0.005953419469820501
pcg7,sp3,0.005953419469820501
pcg14,DrugCount_mean,0.005945676218562299
DrugCount_mean,pcg14,0.005945676218562299
sp8,pcg5,0.005937628569586639
pcg5,sp8,0.005937628569586639
pcg12,pcg11,0.005934782164678038
pcg11,pcg12,0.005934782164678038
CharlsonIndex_min,LengthOfStay_min,0.0059224227329624625
LengthOfStay_min,CharlsonIndex_min,0.0059224227329624625
pg17,pcg17,0.0059199910490915055
pcg17,pg17,0.0059199910490915055
pcg22,sp12,0.0059170690696950775
sp12,pcg22,0.0059170690696950775
LengthOfStay_sum,age_20-29,0.005912514331932303
age_20-29,LengthOfStay_sum,0.005912514331932303
DaysInHospital,age_60-69,0.0059037551431639496
age_60-69,DaysInHospital,0.0059037551431639496
pcg11,LabCount_std,0.005900669462506689
LabCount_std,pcg11,0.005900669462506689
pcg32,pcg24,0.005898420818922358
pcg24,pcg32,0.005898420818922358
pcg2,pcg5,0.005897755882765581
pcg5,pcg2,0.005897755882765581
pcg41,pcg42,0.005879018004264845
pcg42,pcg41,0.005879018004264845
sp5,pg6,0.0058777663583629135
pg6,sp5,0.0058777663583629135
pcg19,pcg23,0.005875888205792983
pcg23,pcg19,0.005875888205792983
pcg13,age_30-39,0.005870543704237347
age_30-39,pcg13,0.005870543704237347
age_40-49,pcg15,0.005853928907173941
pcg15,age_40-49,0.005853928907173941
ps5,sp5,0.005852824980498608
sp5,ps5,0.005852824980498608
pcg18,pg13,0.0058528095687760415
pg13,pcg18,0.0058528095687760415
pcg21,pcg34,0.005848720822399473
pcg34,pcg21,0.005848720822399473
sp5,LengthOfStay_mean,0.005847316791579595
LengthOfStay_mean,sp5,0.005847316791579595
pcg19,pg4,0.005839915300615758
pg4,pcg19,0.005839915300615758
LabCount_min,pcg33,0.005836165770141737
pcg33,LabCount_min,0.005836165770141737
pcg31,pcg28,0.005832544502175766
pcg28,pcg31,0.005832544502175766
pcg4,LOS_TOT_KNOWN_count,0.005828642240523046
LOS_TOT_KNOWN_count,pcg4,0.005828642240523046
age_80+,pcg11,0.0058230457491804475
pcg11,age_80+,0.0058230457491804475
pcg34,pcg22,0.005822047156910416
pcg22,pcg34,0.005822047156910416
pcg40,pcg41,0.005821207798128583
pcg41,pcg40,0.005821207798128583
pcg35,age_80+,0.005818178720848872
age_80+,pcg35,0.005818178720848872
pcg35,pcg4,0.005812037394073381
pcg4,pcg35,0.005812037394073381
age_30-39,pg15,0.00580518520337069
pg15,age_30-39,0.00580518520337069
pcg33,pcg19,0.005804909065288062
pcg19,pcg33,0.005804909065288062
no_drug_instances,age_50-59,0.005788394697992728
age_50-59,no_drug_instances,0.005788394697992728
pcg32,pcg23,0.005749702867621567
pcg23,pcg32,0.005749702867621567
age_50-59,sp6,0.005745632701525318
sp6,age_50-59,0.005745632701525318
pcg40,pcg35,0.00573889902037487
pcg35,pcg40,0.00573889902037487
LengthOfStay_max,sp4,0.005721653478803865
sp4,LengthOfStay_max,0.005721653478803865
pcg39,pg10,0.0057108925146424775
pg10,pcg39,0.0057108925146424775
DSFS_mean,pcg41,0.005710730492714943
pcg41,DSFS_mean,0.005710730492714943
pcg36,sp7,0.005709813283458846
sp7,pcg36,0.005709813283458846
pcg41,age_30-39,0.005707632093778128
age_30-39,pcg41,0.005707632093778128
age_50-59,pcg44,0.005702902174208466
pcg44,age_50-59,0.005702902174208466
pg9,pg15,0.00570277140815302
pg15,pg9,0.00570277140815302
pcg43,pg9,0.005698910444365507
pg9,pcg43,0.005698910444365507
sp5,pg15,0.005695942805560849
pg15,sp5,0.005695942805560849
pcg21,DrugCount_min,0.0056906611988455065
DrugCount_min,pcg21,0.0056906611988455065
sp4,pcg26,0.005687497029235137
pcg26,sp4,0.005687497029235137
sexMISS,pg12,0.00568586826159905
pg12,sexMISS,0.00568586826159905
no_PrimaryConditionGroups,pcg30,0.005684339476955576
pcg30,no_PrimaryConditionGroups,0.005684339476955576
pcg15,pcg18,0.0056838542242718705
pcg18,pcg15,0.0056838542242718705
pcg9,pcg44,0.005683136876255057
pcg44,pcg9,0.005683136876255057
age_20-29,pcg13,0.005681921544290133
pcg13,age_20-29,0.005681921544290133
LOS_TOT_SUPRESSED_count,age_70-79,0.005671031479215623
age_70-79,LOS_TOT_SUPRESSED_count,0.005671031479215623
PayDelay_mean,pcg4,0.005662658401611971
pcg4,PayDelay_mean,0.005662658401611971
pcg11,pcg37,0.005662526413736253
pcg37,pcg11,0.005662526413736253
pcg35,age_20-29,0.005656897446278223
age_20-29,pcg35,0.005656897446278223
